<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x00000192FAF9FBC0>
[-11.68073273  -5.77355957  -5.49226379]
[-7.88326263 -5.         -5.        ]
[-9.64134979 -5.         -5.        ]
[-10.9774971  -5.         -5.       ]
[-14.28269958  -6.19549942  -6.33614731]
[-14.28269958  -6.19549942  -6.33614731]
[-14.28269958  -6.61743927  -5.35161591]
[-11.61040878  -5.          -5.        ]
[-5. -5. -5.]
[-7.88326263 -5.         -5.        ]
[-12.59493637  -7.88326263  -6.47679138]
[-8.37552643 -5.         -5.        ]
[-8.37552643 -5.         -5.        ]
[-10.20393753  -5.          -5.        ]
[-12.87623215  -5.          -6.89873505]
[-14.07173157  -6.47679138  -6.19549942]
[-14.28269958  -6.61743927  -5.35161591]
[-7.60197067 -5.         -5.        ]
[-12.59493637 -13.01687622  -5.91420364]
[-10.13361359 -12.17299652  -5.49226379]
[-12.59493637 -14.42334747  -8.6568222 ]
[-5. -5. -5.]
[-13.50914383 -11.18846512  -6.47679138]
[-13.36849594 -10.48523331  -7.46132278]
[-8.37552643 -5.         -5.        ]
[-10.20393753  -5.          -5.        ]
[-11.32911301  -5.          -5.        ]
[-14.07173157  -6.47679138  -6.19549942]
[-19.48663712  -9.57102585  -6.8284111 ]
[-17.23628616  -9.57102585  -5.        ]
[-10.69620132  -9.43037796  -5.        ]
[-9.57102585 -9.36005783 -5.        ]
[-7.25035095 -8.44585037 -5.        ]
[ -7.46132278 -10.34458542  -5.        ]
[ -8.30520248 -11.54008484  -5.        ]
[-13.50914383 -11.18846512  -6.47679138]
[-11.32911301  -5.70323563  -6.19549942]
[-8.37552643 -5.         -5.        ]
[-10.20393753  -5.          -5.        ]
[-10.20393753  -5.          -5.        ]
[-13.93108368  -5.21097183  -6.47679138]
[-14.07173157  -6.47679138  -6.19549942]
[-14.28269958  -6.61743927  -5.35161591]
[-7.60197067 -5.         -5.        ]
[-12.59493637 -13.01687622  -5.91420364]
[-10.13361359 -12.17299652  -5.49226379]
[-5. -5. -5.]
[-13.50914383 -11.18846512  -6.47679138]
[-13.36849594 -10.48523331  -7.46132278]
[-8.37552643 -5.         -5.        ]
[-8.37552643 -5.         -5.        ]
[-11.32911301  -5.          -5.        ]
[-11.32911301  -5.          -5.        ]
[-14.07173157  -6.47679138  -6.19549942]
[-16.67369843  -6.8284111   -5.        ]
[-11.39943695  -7.60197067  -5.        ]
[-10.69620132  -9.43037796  -5.        ]
[-9.57102585 -9.36005783 -5.        ]
[-7.25035095 -8.44585037 -5.        ]
[-8.6568222  -8.72714615 -5.        ]
[-9.36005783 -9.36005783 -5.        ]
[-12.59493637  -7.88326263  -6.47679138]
[-11.32911301  -5.70323563  -6.19549942]
[-8.37552643 -5.         -5.        ]
[-10.20393753  -5.          -5.        ]
[-12.87623215  -5.          -6.89873505]
[-13.01687622  -6.05485153  -6.54711533]
[-13.36849594  -6.26582336  -5.70323563]
[-14.28269958  -6.61743927  -5.35161591]
[-7.60197067 -5.         -5.        ]
[-6.12517548 -5.         -5.        ]
[-5. -5. -5.]
[-13.50914383 -11.18846512  -6.47679138]
[-12.59493637  -6.8284111   -6.8284111 ]
[-5. -5. -5.]
[-8.86779022 -6.47679138 -5.        ]
[-12.38396454  -6.05485153  -5.        ]
[-22.44022369  -9.57102585  -5.91420364]
[-24.69057655 -12.87623215  -8.37552643]
[-20.47116852  -9.99296951  -5.        ]
[-14.70464325 -13.298172    -7.53164673]
[-11.75105667 -10.76652527  -5.21097183]
[-11.11814499 -12.66526031  -8.09423447]
[ -9.71167374 -15.82981873  -9.64134979]
[-11.39943695 -13.43881989  -6.89873505]
[-9.07876205 -9.57102585 -5.        ]
[-9.43037796 -5.         -5.        ]
[-6.19549942 -8.6568222  -5.        ]
[-8.51617432 -5.42193985 -5.        ]
[-19.06469727  -8.37552643  -7.81293869]
[-24.69057655 -12.87623215  -8.37552643]
[-23.84669495 -16.81434631  -6.61743927]
[-8.6568222  -8.58649826 -5.        ]
[ -9.92264557 -11.54008484  -5.77355957]
[-5.         -8.44585037 -5.        ]
[ -7.53164673 -18.92404938  -8.72714615]
[-16.60337448 -24.90154648 -14.77496338]
[-10.62587738 -22.15893173  -9.99296951]
[-5.         -6.40647125 -5.        ]
[-7.03938293 -5.49226379 -5.        ]
[-20.18987274  -8.51617432  -5.        ]
[-35.7313652  -27.36286926 -13.01687622]
[-34.7468338  -24.19831276 -11.8213768 ]
[-22.72151947 -13.50914383  -6.33614731]
[-18.64275742 -20.26019669 -16.53305054]
[-14.98593521 -19.76793289 -17.16596222]
[-11.96202469 -21.9479599  -16.39240646]
[-13.6497879  -27.29254532 -19.06469727]
[-14.49367142 -30.38677979 -18.50210953]
[ -7.46132278 -22.36989975 -16.39240646]
[ -9.64134979 -25.04219437 -21.17440414]
[-13.43881989 -19.55696106 -16.74402237]
[-22.15893173 -18.7834053  -16.32208252]
[-35.80168915 -25.6047821  -18.2911377 ]
[-43.25597763 -39.10689163 -28.41772079]
[-42.76371384 -36.78621674 -23.00281334]
[-32.77777863 -25.53445816 -22.15893173]
[-25.53445816 -31.01969147 -25.53445816]
[-19.20534515 -30.03516197 -28.83966255]
[-19.48663712 -31.44163132 -29.7538681 ]
[-28.69901466 -38.61462784 -30.52742577]
[-30.10548592 -39.45851135 -29.54289818]
[-21.1040802  -36.85654068 -29.47257423]
[-16.04078674 -31.51195526 -27.01125145]
[-23.00281334 -30.73839569 -25.53445816]
[-25.25316429 -22.58087158 -18.50210953]
[-39.38818359 -30.66807365 -23.776371  ]
[-42.97468567 -37.70042419 -24.12798882]
[-43.81856537 -37.63009644 -26.44866371]
[-37.63009644 -34.60618591 -28.13642693]
[-29.05063248 -34.46554184 -30.45710182]
[-23.56540108 -34.67651367 -31.79324913]
[-22.86216736 -34.53586578 -32.56680679]
[-20.04922485 -33.76230621 -26.65963364]
[-22.9324913  -36.29395294 -26.37833977]
[-24.90154648 -39.8804512  -35.30942535]
[-21.80731201 -39.59915543 -34.46554184]
[-18.08016968 -33.62165833 -27.50351524]
[-33.69198227 -40.86497879 -35.7313652 ]
[-36.71589279 -35.30942535 -30.66807365]
[-39.59915543 -30.94936752 -26.51898766]
[-43.53726959 -39.10689163 -28.62869263]
[-46.49085999 -42.97468567 -32.56680679]
[-43.81856537 -42.27145004 -37.91139221]
[-36.08298111 -36.01265717 -33.19971848]
[-33.34036636 -39.59915543 -37.13783264]
[-31.0900135  -39.81012726 -37.48945236]
[-32.00421906 -39.8804512  -38.0520401 ]
[-30.31645584 -38.54430389 -33.34036636]
[-30.59774971 -37.20815659 -33.69198227]
[-37.77074432 -44.94374084 -37.48945236]
[-25.74542809 -40.44303894 -35.94233704]
[-31.72292519 -41.7088623  -36.78621674]
[-36.01265717 -42.97468567 -38.82559967]
[-36.99718475 -41.42756653 -35.87200928]
[-40.23206711 -33.12939453 -28.69901466]
[-46.63150406 -42.06047821 -37.63009644]
[-46.77215195 -42.69338989 -33.5513382 ]
[-47.61603546 -45.36568451 -37.63009644]
[-43.0450058  -41.7088623  -37.48945236]
[-37.20815659 -39.45851135 -38.26300812]
[-40.16174316 -43.95921326 -42.83403778]
[-31.86357307 -39.66947937 -37.34880447]
[-25.88607597 -35.87200928 -32.14486694]
[-30.59774971 -37.20815659 -33.69198227]
[-37.70042419 -45.57665253 -38.26300812]
[-27.64416313 -42.27145004 -38.26300812]
[-22.51054764 -37.84106827 -32.98874664]
[-29.33192635 -42.48241806 -36.50492096]
