<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x000001FAD2EBBCA0>
[-49.60657501 -50.12450409 -49.4123497 ]
[-49.60657501 -50.12450409 -49.4123497 ]
[-49.54183197 -50.12450409 -49.73605347]
[-48.31175232 -48.95916367 -48.50597382]
[-48.24700928 -49.60657501 -48.44123459]
[-48.8296814  -49.99501801 -49.34761047]
[-47.92330933 -49.08864594 -48.89442444]
[-47.47011948 -47.92330933 -47.21115494]
[-48.76493835 -48.76493835 -48.37649536]
[-48.6354599  -48.76493835 -48.05278778]
[-49.15338898 -49.67131424 -48.50597382]
[-48.6354599  -48.8296814  -47.66434479]
[-47.01692963 -47.47011948 -47.21115494]
[-48.6354599  -49.54183197 -48.89442444]
[-48.6354599  -49.80079651 -49.02390289]
[-48.8296814  -49.67131424 -49.4123497 ]
[-48.11753082 -49.28286743 -49.15338898]
[-48.18227005 -48.76493835 -48.76493835]
[-48.18227005 -47.72908401 -47.21115494]
[-48.95916367 -49.34761047 -48.11753082]
[-49.02390289 -49.60657501 -48.31175232]
[-48.11753082 -48.57071686 -47.34063721]
[-47.40538025 -47.66434479 -47.66434479]
[-48.6354599  -49.4123497  -48.70019913]
[-48.76493835 -50.12450409 -49.28286743]
[-48.89442444 -49.99501801 -49.54183197]
[-48.11753082 -49.08864594 -48.95916367]
[-48.05278778 -48.6354599  -48.44123459]
[-48.18227005 -48.37649536 -47.85856628]
[-47.98804855 -48.6354599  -47.85856628]
[-48.50597382 -49.54183197 -48.37649536]
[-48.57071686 -48.89442444 -47.66434479]
[-47.21115494 -47.72908401 -47.21115494]
[-46.62848663 -47.98804855 -47.92330933]
[-48.31175232 -49.60657501 -48.50597382]
[-48.57071686 -49.86553955 -48.89442444]
[-47.72908401 -48.76493835 -48.57071686]
[-47.40538025 -47.85856628 -47.5348587 ]
[-47.59960175 -47.40538025 -46.88745117]
[-47.85856628 -48.70019913 -47.85856628]
[-47.66434479 -48.70019913 -47.59960175]
[-47.59960175 -48.95916367 -47.72908401]
[-48.05278778 -48.76493835 -47.27589417]
[-47.21115494 -47.27589417 -47.34063721]
[-47.14641571 -47.92330933 -47.85856628]
[-47.79382324 -49.08864594 -48.11753082]
[-48.70019913 -49.28286743 -48.95916367]
[-48.31175232 -49.08864594 -48.76493835]
[-47.40538025 -47.92330933 -47.59960175]
[-47.85856628 -47.79382324 -47.21115494]
[-47.40538025 -48.31175232 -47.79382324]
[-48.31175232 -49.28286743 -48.05278778]
[-47.92330933 -49.2181282  -47.47011948]
[-47.14641571 -47.40538025 -46.88745117]
[-45.72211075 -46.56374359 -45.91633606]
[-46.43426514 -47.85856628 -47.66434479]
[-48.11753082 -49.47708893 -48.05278778]
[-48.31175232 -49.28286743 -48.57071686]
[-47.66434479 -48.44123459 -48.24700928]
[-46.7579689  -46.9521904  -47.01692963]
[-46.88745117 -46.62848663 -46.36952209]
[-46.7579689  -48.18227005 -47.34063721]
[-47.72908401 -48.6354599  -47.72908401]
[-47.27589417 -48.18227005 -47.34063721]
[-46.88745117 -47.98804855 -47.01692963]
[-46.69322968 -47.08167267 -46.43426514]
[-46.11055756 -46.49900436 -45.98107529]
[-45.59262848 -46.9521904  -46.9521904 ]
[-47.34063721 -48.31175232 -47.47011948]
[-47.92330933 -48.05278778 -47.92330933]
[-46.82270813 -47.72908401 -47.34063721]
[-46.1753006  -47.01692963 -46.9521904 ]
[-45.78684998 -45.85159302 -45.65737152]
[-45.98107529 -46.9521904  -46.24003983]
[-46.56374359 -47.27589417 -46.69322968]
[-46.49900436 -47.01692963 -46.30477905]
[-46.56374359 -47.47011948 -46.56374359]
[-46.24003983 -46.7579689  -45.46315002]
[-45.91633606 -46.82270813 -45.98107529]
[-46.1753006  -47.27589417 -46.82270813]
[-47.47011948 -48.31175232 -47.14641571]
[-47.79382324 -48.18227005 -47.92330933]
[-46.82270813 -47.72908401 -47.34063721]
[-46.24003983 -47.01692963 -46.9521904 ]
[-45.85159302 -45.91633606 -45.72211075]
[-45.39840698 -46.56374359 -45.91633606]
[-45.98107529 -46.43426514 -46.04581451]
[-46.24003983 -46.7579689  -46.11055756]
[-45.91633606 -46.49900436 -45.78684998]
[-45.20418549 -45.91633606 -44.81573486]
[-45.85159302 -46.82270813 -46.36952209]
[-45.33366394 -46.56374359 -45.46315002]
[-46.49900436 -47.34063721 -46.24003983]
[-46.69322968 -47.59960175 -46.82270813]
[-45.59262848 -46.36952209 -45.85159302]
[-44.36254883 -45.13944244 -44.94522095]
[-44.75099564 -44.4920311  -44.2978096 ]
[-44.75099564 -45.78684998 -45.39840698]
[-44.36254883 -45.20418549 -45.26892471]
[-45.65737152 -46.1753006  -45.85159302]
[-45.33366394 -45.52788925 -45.0746994 ]
[-44.23307037 -45.00996017 -44.23307037]
[-45.39840698 -46.11055756 -45.0746994 ]
[-45.78684998 -46.7579689  -46.11055756]
[-45.46315002 -46.30477905 -45.98107529]
[-46.56374359 -47.34063721 -46.56374359]
[-46.1753006  -46.56374359 -46.11055756]
[-45.91633606 -46.1753006  -46.1753006 ]
[-43.90936279 -44.55677032 -44.55677032]
[-44.55677032 -44.62151337 -43.97410583]
[-43.97410583 -45.00996017 -44.42729187]
[-44.94522095 -45.52788925 -45.65737152]
[-45.46315002 -46.30477905 -45.33366394]
[-44.88047791 -45.0746994  -44.75099564]
[-44.62151337 -46.04581451 -44.62151337]
[-44.81573486 -45.33366394 -44.23307037]
[-44.94522095 -46.04581451 -45.13944244]
[-45.39840698 -45.98107529 -45.26892471]
[-45.33366394 -46.04581451 -45.20418549]
[-45.46315002 -45.59262848 -45.33366394]
[-45.0746994  -45.13944244 -44.81573486]
[-45.20418549 -45.46315002 -45.26892471]
[-44.62151337 -44.4920311  -43.97410583]
[-43.97410583 -45.00996017 -44.42729187]
[-45.20418549 -45.65737152 -45.00996017]
[-45.65737152 -46.30477905 -45.33366394]
[-44.55677032 -45.39840698 -45.0746994 ]
[-45.26892471 -46.11055756 -45.0746994 ]
[-44.75099564 -45.33366394 -44.62151337]
[-44.42729187 -45.39840698 -44.68625641]
[-45.39840698 -45.98107529 -45.26892471]
[-45.13944244 -46.04581451 -45.0746994 ]
[-45.46315002 -45.59262848 -45.33366394]
[-45.0746994  -45.13944244 -44.81573486]
[-43.84461975 -44.55677032 -44.4920311 ]
[-44.36254883 -44.10358429 -43.7151413 ]
[-43.90936279 -44.81573486 -44.42729187]
[-45.59262848 -45.85159302 -45.72211075]
[-45.72211075 -46.43426514 -45.46315002]
[-43.84461975 -44.55677032 -44.2978096 ]
[-44.75099564 -45.85159302 -44.75099564]
[-44.68625641 -45.26892471 -44.03884506]
[-44.88047791 -45.98107529 -45.00996017]
[-45.78684998 -46.43426514 -45.72211075]
[-46.7579689  -47.34063721 -46.69322968]
[-46.1753006  -46.56374359 -46.11055756]
[-45.0746994  -45.13944244 -44.81573486]
[-46.04581451 -47.01692963 -46.88745117]
[-44.81573486 -44.62151337 -44.36254883]
[-44.75099564 -45.78684998 -45.39840698]
[-45.00996017 -45.52788925 -45.33366394]
[-46.30477905 -46.88745117 -46.24003983]
[-45.00996017 -45.39840698 -44.88047791]
[-44.75099564 -45.85159302 -44.75099564]
[-44.55677032 -45.0746994  -44.55677032]
[-45.65737152 -47.14641571 -45.78684998]
[-46.30477905 -47.08167267 -45.98107529]
[-46.62848663 -47.47011948 -46.69322968]
[-46.82270813 -47.21115494 -47.14641571]
[-44.4920311  -45.52788925 -45.26892471]
[-44.75099564 -44.4920311  -44.55677032]
[-44.62151337 -45.65737152 -45.26892471]
[-44.62151337 -45.46315002 -45.46315002]
[-45.59262848 -45.85159302 -45.91633606]
[-45.59262848 -45.98107529 -45.59262848]
[-43.97410583 -44.4920311  -44.42729187]
[-44.10358429 -45.65737152 -44.2978096 ]
[-46.30477905 -46.7579689  -46.04581451]
[-44.94522095 -46.04581451 -45.13944244]
[-44.68625641 -45.91633606 -45.26892471]
[-46.7579689  -47.08167267 -46.7579689 ]
[-45.46315002 -46.11055756 -45.72211075]
[-45.65737152 -46.56374359 -46.04581451]
[-44.2978096  -44.55677032 -43.97410583]
[-45.46315002 -46.11055756 -45.78684998]
[-44.36254883 -45.20418549 -45.26892471]
[-45.46315002 -46.24003983 -44.94522095]
[-45.39840698 -45.72211075 -45.0746994 ]
[-44.10358429 -45.33366394 -44.42729187]
[-44.75099564 -44.75099564 -43.77988052]
[-43.90936279 -44.88047791 -43.65039825]
[-43.77988052 -44.55677032 -43.90936279]
[-45.0746994  -45.85159302 -44.88047791]
[-44.94522095 -44.94522095 -45.39840698]
[-44.75099564 -45.13944244 -45.00996017]
[-43.52091599 -44.42729187 -44.03884506]
[-44.36254883 -44.42729187 -43.45617676]
[-43.90936279 -44.81573486 -44.42729187]
[-43.00299072 -44.23307037 -43.52091599]
[-44.16832733 -45.0746994  -43.65039825]
[-43.52091599 -44.03884506 -42.74402618]
[-42.54980087 -43.19721222 -42.74402618]
[-44.2978096  -44.55677032 -43.32669067]
[-41.44920349 -43.52091599 -42.6145401 ]
[-43.00299072 -44.03884506 -43.06772995]
[-44.75099564 -45.65737152 -44.36254883]
[-44.16832733 -44.4920311  -44.4920311 ]
[-44.75099564 -45.13944244 -45.00996017]
[-43.00299072 -43.39143372 -42.74402618]
[-44.2978096  -44.55677032 -43.97410583]
[-43.97410583 -45.00996017 -44.42729187]
[-43.84461975 -44.68625641 -44.42729187]
[-44.16832733 -44.94522095 -44.23307037]
[-43.90936279 -44.55677032 -43.26195145]
[-43.26195145 -43.84461975 -43.19721222]
[-42.4203186  -43.32669067 -42.35557556]
[-41.51394653 -43.7151413  -43.13246918]
[-42.87350464 -43.77988052 -42.87350464]
[-44.23307037 -44.88047791 -43.90936279]
[-44.62151337 -45.00996017 -44.68625641]
[-43.65039825 -44.4920311  -43.84461975]
[-42.74402618 -42.80876541 -42.22609711]
[-44.4920311  -44.75099564 -44.16832733]
[-42.29083633 -43.13246918 -42.87350464]
[-43.77988052 -44.42729187 -44.75099564]
[-43.77988052 -44.16832733 -43.58565521]
[-43.90936279 -44.55677032 -43.26195145]
[-43.26195145 -43.84461975 -43.19721222]
[-41.77291107 -43.19721222 -42.22609711]
[-41.64342499 -43.90936279 -43.45617676]
[-43.97410583 -44.94522095 -43.97410583]
[-44.68625641 -44.88047791 -44.4920311 ]
[-44.68625641 -45.39840698 -44.75099564]
[-43.65039825 -43.90936279 -43.39143372]
[-43.97410583 -44.75099564 -44.36254883]
[-44.62151337 -44.75099564 -44.23307037]
[-42.16135406 -43.19721222 -42.74402618]
[-43.77988052 -44.42729187 -44.75099564]
[-43.77988052 -44.16832733 -43.58565521]
[-44.16832733 -45.00996017 -43.84461975]
[-43.26195145 -43.84461975 -43.19721222]
[-41.12549591 -42.93824768 -41.77291107]
[-41.51394653 -43.84461975 -43.45617676]
[-43.26195145 -44.23307037 -43.39143372]
[-44.88047791 -45.26892471 -44.88047791]
[-44.68625641 -45.39840698 -44.75099564]
[-44.42729187 -44.88047791 -44.16832733]
[-44.36254883 -45.33366394 -45.00996017]
[-44.42729187 -44.2978096  -43.97410583]
[-43.06772995 -44.62151337 -44.10358429]
[-44.36254883 -45.20418549 -45.26892471]
[-43.77988052 -44.16832733 -43.58565521]
[-44.75099564 -45.0746994  -44.23307037]
[-43.52091599 -44.10358429 -43.45617676]
[-41.77291107 -43.06772995 -41.90238953]
[-41.64342499 -43.7151413  -43.19721222]
[-44.03884506 -44.75099564 -44.23307037]
[-45.00996017 -45.52788925 -44.94522095]
[-45.52788925 -45.33366394 -45.59262848]
[-45.20418549 -45.91633606 -45.52788925]
[-43.97410583 -44.4920311  -44.2978096 ]
[-44.16832733 -44.2978096  -44.68625641]
[-42.87350464 -43.65039825 -43.19721222]
[-42.35557556 -42.80876541 -42.54980087]
[-44.03884506 -45.20418549 -44.2978096 ]
[-42.74402618 -44.23307037 -43.13246918]
[-42.93824768 -43.52091599 -42.87350464]
[-41.44920349 -41.8376503  -40.99601746]
[-41.77291107 -43.26195145 -42.4203186 ]
[-41.8376503  -43.26195145 -42.48506165]
[-42.80876541 -43.52091599 -43.06772995]
[-44.62151337 -45.33366394 -44.81573486]
[-44.4920311  -44.62151337 -44.94522095]
[-43.19721222 -43.00299072 -42.29083633]
[-43.77988052 -44.4920311  -44.2978096 ]
[-43.84461975 -44.42729187 -43.77988052]
[-43.13246918 -44.03884506 -43.45617676]
[-43.58565521 -44.55677032 -43.90936279]
[-44.62151337 -45.85159302 -44.4920311 ]
[-43.90936279 -44.23307037 -42.93824768]
[-43.06772995 -43.97410583 -42.67928314]
[-42.29083633 -43.97410583 -43.19721222]
[-43.00299072 -43.39143372 -42.54980087]
[-42.22609711 -43.19721222 -41.90238953]
[-44.23307037 -44.88047791 -43.90936279]
[-44.16832733 -44.4920311  -44.4920311 ]
[-42.35557556 -42.67928314 -41.96713257]
[-42.87350464 -43.00299072 -42.4203186 ]
[-44.23307037 -44.42729187 -44.16832733]
[-43.97410583 -44.23307037 -43.65039825]
[-44.4920311  -45.00996017 -44.4920311 ]
[-44.62151337 -45.65737152 -44.68625641]
[-44.36254883 -45.26892471 -43.7151413 ]
[-43.26195145 -44.36254883 -43.39143372]
[-44.4920311  -45.13944244 -43.7151413 ]
[-44.10358429 -44.94522095 -44.16832733]
[-44.10358429 -45.20418549 -44.16832733]
[-44.62151337 -45.20418549 -44.10358429]
[-45.20418549 -46.04581451 -44.75099564]
[-44.55677032 -44.68625641 -44.36254883]
[-44.2978096  -45.13944244 -44.62151337]
[-44.88047791 -44.42729187 -44.23307037]
[-44.4920311  -44.42729187 -44.10358429]
[-44.68625641 -45.00996017 -45.00996017]
[-45.13944244 -45.39840698 -45.26892471]
[-45.13944244 -45.91633606 -45.0746994 ]
[-44.16832733 -44.88047791 -43.97410583]
[-42.35557556 -44.03884506 -43.19721222]
[-44.68625641 -45.98107529 -45.39840698]
[-44.81573486 -45.33366394 -44.10358429]
[-45.91633606 -46.43426514 -45.78684998]
[-46.1753006  -46.7579689  -45.98107529]
[-44.42729187 -44.88047791 -44.16832733]
[-44.03884506 -44.68625641 -44.2978096 ]
[-44.4920311  -44.75099564 -44.16832733]
[-43.06772995 -44.62151337 -44.10358429]
[-43.77988052 -44.36254883 -44.10358429]
[-45.52788925 -45.72211075 -45.46315002]
[-45.91633606 -46.36952209 -45.78684998]
[-43.52091599 -44.10358429 -43.45617676]
[-43.58565521 -44.16832733 -42.67928314]
[-42.35557556 -43.90936279 -43.32669067]
[-44.03884506 -44.75099564 -44.23307037]
[-44.4920311  -44.75099564 -44.55677032]
[-45.0746994  -44.81573486 -45.39840698]
[-44.4920311  -44.62151337 -44.81573486]
[-45.39840698 -45.65737152 -45.33366394]
[-43.90936279 -44.55677032 -44.55677032]
[-43.84461975 -44.4920311  -43.77988052]
[-43.65039825 -44.42729187 -44.03884506]
[-44.62151337 -45.78684998 -44.10358429]
[-44.94522095 -45.00996017 -44.62151337]
[-44.36254883 -45.33366394 -44.36254883]
[-44.03884506 -44.23307037 -43.45617676]
[-44.62151337 -45.0746994  -43.84461975]
[-43.77988052 -44.55677032 -43.90936279]
[-44.55677032 -45.20418549 -44.62151337]
[-44.68625641 -45.26892471 -44.94522095]
[-43.90936279 -44.10358429 -43.65039825]
[-43.65039825 -44.23307037 -44.10358429]
[-44.62151337 -44.4920311  -43.97410583]
[-43.97410583 -45.00996017 -44.42729187]
[-43.00299072 -44.23307037 -43.52091599]
[-44.23307037 -45.26892471 -44.16832733]
[-43.45617676 -44.10358429 -42.93824768]
[-43.45617676 -44.36254883 -43.65039825]
[-45.20418549 -45.26892471 -44.16832733]
[-43.77988052 -44.42729187 -43.32669067]
[-43.7151413  -44.75099564 -43.7151413 ]
[-44.23307037 -44.88047791 -43.90936279]
[-44.62151337 -45.00996017 -44.68625641]
[-42.35557556 -42.67928314 -41.96713257]
[-42.74402618 -42.80876541 -42.22609711]
[-44.4920311  -44.75099564 -44.16832733]
[-44.36254883 -44.94522095 -44.23307037]
[-44.36254883 -45.20418549 -45.26892471]
[-44.62151337 -45.65737152 -44.68625641]
[-44.36254883 -45.26892471 -43.7151413 ]
[-43.26195145 -44.36254883 -43.39143372]
[-44.4920311  -45.13944244 -43.7151413 ]
[-44.10358429 -44.94522095 -44.16832733]
[-44.10358429 -45.20418549 -44.16832733]
[-46.11055756 -46.62848663 -45.78684998]
[-45.20418549 -46.04581451 -44.75099564]
[-45.33366394 -45.65737152 -45.13944244]
[-46.04581451 -46.82270813 -46.56374359]
[-45.00996017 -44.81573486 -44.55677032]
[-44.62151337 -45.65737152 -45.26892471]
[-44.03884506 -44.68625641 -44.94522095]
[-44.68625641 -44.81573486 -45.00996017]
[-45.46315002 -46.24003983 -45.20418549]
[-43.45617676 -44.36254883 -43.65039825]
[-45.33366394 -46.11055756 -45.0746994 ]
[-44.16832733 -45.26892471 -44.4920311 ]
[-44.4920311  -45.91633606 -44.68625641]
[-46.24003983 -47.14641571 -46.04581451]
[-46.1753006  -46.88745117 -46.43426514]
[-44.42729187 -44.88047791 -44.16832733]
[-44.36254883 -45.33366394 -45.00996017]
[-44.23307037 -44.42729187 -44.16832733]
[-44.62151337 -45.85159302 -45.26892471]
[-44.62151337 -45.46315002 -45.46315002]
[-45.52788925 -45.72211075 -45.46315002]
[-45.33366394 -45.52788925 -45.0746994 ]
[-43.52091599 -44.10358429 -43.45617676]
[-42.48506165 -43.26195145 -42.35557556]
[-41.51394653 -43.7151413  -43.13246918]
[-43.13246918 -43.97410583 -43.19721222]
[-44.4920311  -44.75099564 -44.55677032]
[-44.94522095 -44.94522095 -45.39840698]
[-44.16832733 -44.2978096  -43.84461975]
[-43.13246918 -43.7151413  -43.26195145]
[-44.42729187 -44.62151337 -44.03884506]
[-42.4203186  -43.77988052 -43.19721222]
[-43.00299072 -43.58565521 -43.06772995]
[-44.16832733 -45.0746994  -43.65039825]
[-44.94522095 -45.00996017 -44.62151337]
[-44.23307037 -45.00996017 -44.23307037]
[-44.16832733 -44.4920311  -43.32669067]
[-42.16135406 -43.7151413  -42.80876541]
[-45.13944244 -45.91633606 -45.72211075]
[-45.0746994  -45.85159302 -44.88047791]
[-44.68625641 -45.26892471 -44.94522095]
[-45.00996017 -45.33366394 -45.20418549]
[-43.65039825 -44.23307037 -44.10358429]
[-44.4920311  -44.55677032 -43.90936279]
[-43.65039825 -44.55677032 -44.2978096 ]
[-43.00299072 -44.23307037 -43.52091599]
[-44.23307037 -45.26892471 -44.16832733]
[-43.00299072 -43.39143372 -42.4203186 ]
[-42.35557556 -42.74402618 -41.90238953]
[-42.67928314 -43.90936279 -43.00299072]
[-43.84461975 -44.4920311  -43.45617676]
[-43.00299072 -43.7151413  -42.87350464]
[-43.7151413  -44.23307037 -43.58565521]
[-45.59262848 -45.39840698 -45.52788925]
[-42.67928314 -42.93824768 -42.87350464]
[-41.8376503  -41.96713257 -41.12549591]
[-43.90936279 -44.68625641 -44.68625641]
[-43.00299072 -43.52091599 -43.26195145]
[-41.51394653 -42.35557556 -41.64342499]
[-43.7151413  -44.68625641 -44.16832733]
[-43.00299072 -44.62151337 -43.7151413 ]
[-42.35557556 -43.58565521 -42.4203186 ]
[-43.06772995 -43.39143372 -42.87350464]
[-41.19023895 -42.48506165 -41.51394653]
[-42.22609711 -43.7151413  -42.29083633]
[-43.13246918 -43.7151413  -43.00299072]
[-43.06772995 -44.16832733 -43.39143372]
[-44.55677032 -44.75099564 -44.4920311 ]
[-43.19721222 -43.26195145 -43.06772995]
[-43.19721222 -43.00299072 -42.29083633]
[-43.65039825 -44.68625641 -44.23307037]
