tm1,tm2,steps
12,11,35032
24,27,35083
65,56,35204
66,61,35331
79,74,35484
62,57,35603
53,55,35711
15,17,35743
78,84,35905
55,57,36017
85,89,36191
81,75,36347
83,87,36517
143,138,36798
107,105,37010
105,104,37219
48,65,37332
182,182,37696
139,135,37970
40,41,38051
103,93,38247
82,93,38422
249,251,38922
34,30,38986
49,50,39085
35,32,39152
36,41,39229
51,51,39331
10,5,39346
30,26,39402
105,103,39610
17,12,39639
34,35,39708
14,15,39737
68,63,39868
71,73,40012
100,92,40204
242,241,40687
10,9,40706
142,148,40996
56,67,41119
100,100,41319
24,24,41367
41,43,41451
64,78,41593
78,81,41752
135,132,42019
16,14,42049
15,13,42077
11,16,42104
82,89,42275
63,53,42391
140,142,42673
136,139,42948
19,20,42987
166,161,43314
82,88,43484
8,7,43499
22,21,43542
127,125,43794
113,116,44023
122,127,44272
75,73,44420
38,40,44498
42,41,44581
22,25,44628
94,87,44809
15,17,44841
88,79,45008
189,200,45397
101,110,45608
93,85,45786
77,86,45949
20,19,45988
46,46,46080
80,91,46251
50,50,46351
124,125,46600
43,37,46680
97,102,46879
47,51,46977
188,190,47355
152,151,47658
23,22,47703
24,26,47753
14,15,47782
23,25,47830
121,122,48073
22,19,48114
126,122,48362
72,65,48499
9,11,48519
19,24,48562
19,22,48603
35,28,48666
60,65,48791
92,88,48971
106,102,49179
138,132,49449
50,52,49551
53,51,49655
74,77,49806
67,56,49929
68,71,50068
120,125,50313
33,35,50381
8,7,50396
17,16,50429
147,138,50714
38,37,50789
82,95,50966
105,106,51177
66,64,51307
56,51,51414
152,154,51720
22,19,51761
108,118,51987
17,18,52022
90,87,52199
162,159,52520
80,87,52687
42,40,52769
84,76,52929
65,63,53057
128,131,53316
27,29,53372
67,83,53522
173,164,53859
114,123,54096
55,55,54206
98,81,54385
18,18,54421
139,143,54703
70,71,54844
11,10,54865
78,74,55017
22,31,55070
114,109,55293
47,54,55394
137,144,55675
69,69,55813
96,104,56013
14,13,56040
112,102,56254
147,143,56544
243,257,57044
163,155,57362
129,118,57609
39,36,57684
86,80,57850
73,82,58005
17,16,58038
190,196,58424
23,20,58467
187,201,58855
97,107,59059
54,65,59178
153,162,59493
54,45,59592
144,155,59891
149,146,60186
17,16,60219
252,248,60719
101,86,60906
10,9,60925
164,152,61241
136,139,61516
142,146,61804
73,86,61963
142,140,62245
73,66,62384
23,22,62429
89,90,62608
83,88,62779
85,90,62954
84,85,63123
73,83,63279
69,72,63420
131,137,63688
117,121,63926
89,97,64112
2,7,64121
54,68,64243
95,91,64429
117,117,64663
66,66,64795
14,10,64819
113,107,65039
94,100,65233
57,54,65344
23,25,65392
31,34,65457
48,52,65557
142,146,65845
160,151,66156
48,52,66256
61,63,66380
106,112,66598
167,165,66930
92,99,67121
89,84,67294
98,94,67486
24,23,67533
232,236,68001
33,36,68070
65,55,68190
103,102,68395
77,88,68560
132,146,68838
69,83,68990
184,181,69355
130,143,69628
152,152,69932
59,55,70046
101,115,70262
115,104,70481
94,83,70658
92,82,70832
170,167,71169
83,80,71332
90,92,71514
12,10,71536
100,108,71744
88,85,71917
186,181,72284
136,141,72561
63,48,72672
89,83,72844
108,99,73051
40,41,73132
247,253,73632
117,116,73865
37,38,73940
113,122,74175
80,92,74347
249,251,74847
39,49,74935
66,60,75061
179,192,75432
164,177,75773
30,29,75832
66,71,75969
104,115,76188
12,15,76215
52,66,76333
35,40,76408
102,96,76606
88,95,76789
115,112,77016
92,98,77206
212,203,77621
111,102,77834
57,69,77960
24,24,78008
21,23,78052
61,66,78179
162,166,78507
81,94,78682
30,34,78746
110,96,78952
95,102,79149
132,121,79402
92,104,79598
197,184,79979
102,94,80175
46,49,80270
147,141,80558
248,247,81053
132,134,81319
128,139,81586
66,67,81719
21,21,81761
75,86,81922
59,73,82054
188,189,82431
70,79,82580
139,137,82856
252,248,83356
34,38,83428
106,114,83648
117,111,83876
81,92,84049
219,220,84488
135,127,84750
69,60,84879
66,52,84997
75,83,85155
130,131,85416
104,111,85631
105,99,85835
52,41,85928
91,98,86117
26,25,86168
96,105,86369
117,112,86598
21,22,86641
43,43,86727
62,48,86837
86,92,87015
29,34,87078
73,82,87233
220,224,87677
102,98,87877
219,223,88319
25,25,88369
64,49,88482
84,99,88665
108,120,88893
245,255,89393
80,74,89547
221,233,90001
63,50,90114
100,98,90312
132,140,90584
206,193,90983
135,147,91265
53,47,91365
24,28,91417
70,77,91564
80,91,91735
112,125,91972
77,70,92119
33,27,92179
66,53,92298
129,111,92538
33,30,92601
122,106,92829
128,116,93073
244,236,93553
44,52,93649
32,38,93719
79,90,93888
80,94,94062
40,44,94146
78,66,94290
124,116,94530
124,114,94768
34,40,94842
101,106,95049
109,117,95275
32,35,95342
81,78,95501
103,101,95705
9,8,95722
147,154,96023
87,93,96203
171,178,96552
13,9,96574
46,38,96658
159,165,96982
97,81,97160
124,131,97415
72,74,97561
48,40,97649
27,22,97698
58,62,97818
19,18,97855
114,122,98091
247,253,98591
102,94,98787
73,64,98924
21,21,98966
65,72,99103
33,30,99166
75,67,99308
41,46,99395
24,26,99445
102,112,99659
67,53,99779
101,87,99967
51,45,100063
58,60,100181
163,158,100502
28,27,100557
67,56,100680
255,245,101180
75,63,101318
78,70,101466
81,81,101628
50,63,101741
81,86,101908
95,100,102103
42,35,102180
119,112,102411
54,65,102530
203,193,102926
94,81,103101
129,123,103353
110,110,103573
40,34,103647
165,158,103970
102,107,104179
129,134,104442
55,48,104545
72,82,104699
145,132,104976
47,62,105085
161,153,105399
130,122,105651
62,70,105783
87,99,105969
64,56,106089
181,189,106459
74,83,106616
71,57,106744
130,125,106999
66,70,107135
48,55,107238
27,27,107292
44,46,107382
42,43,107467
183,181,107831
135,127,108093
79,82,108254
86,77,108417
51,51,108519
46,54,108619
31,36,108686
94,102,108882
101,91,109074
190,172,109436
89,78,109603
31,26,109660
23,22,109705
70,81,109856
58,69,109983
94,80,110157
64,63,110284
69,69,110422
106,92,110620
76,73,110769
81,85,110935
70,83,111088
24,26,111138
200,191,111529
87,83,111699
64,55,111818
96,86,112000
68,56,112124
90,97,112311
70,62,112443
42,50,112535
71,81,112687
76,63,112826
76,71,112973
29,35,113037
142,155,113334
88,71,113493
145,142,113780
48,57,113885
92,91,114068
100,107,114275
111,104,114490
156,166,114812
89,86,114987
106,117,115210
140,151,115501
69,81,115651
92,103,115846
106,115,116067
127,131,116325
114,108,116547
69,75,116691
51,63,116805
85,95,116985
82,92,117159
84,75,117318
71,81,117470
100,108,117678
159,154,117991
18,18,118027
138,149,118314
98,105,118517
130,119,118766
73,70,118909
15,14,118938
126,137,119201
58,46,119305
79,92,119476
62,59,119597
27,26,119650
170,174,119994
141,159,120294
53,47,120394
129,124,120647
197,187,121031
155,144,121330
79,68,121477
97,89,121663
127,123,121913
59,47,122019
226,229,122474
61,69,122604
95,87,122786
74,79,122939
86,72,123097
102,101,123300
142,128,123570
112,108,123790
99,103,123992
98,91,124181
49,53,124283
52,48,124383
50,47,124480
91,103,124674
59,67,124800
86,90,124976
88,95,125159
98,87,125344
40,36,125420
173,189,125782
52,60,125894
68,75,126037
156,151,126344
111,99,126554
151,140,126845
33,28,126906
58,56,127020
92,98,127210
48,46,127304
64,61,127429
95,82,127606
112,101,127819
72,59,127950
112,103,128165
43,40,128248
103,89,128440
35,39,128514
210,212,128936
49,57,129042
197,192,129431
89,98,129618
37,45,129700
116,105,129921
65,56,130042
81,84,130207
74,61,130342
53,68,130463
226,226,130915
77,92,131084
135,148,131367
90,82,131539
55,67,131661
94,77,131832
75,60,131967
145,154,132266
89,99,132454
116,102,132672
84,72,132828
29,36,132893
49,50,132992
139,141,133272
251,249,133772
122,112,134006
99,88,134193
73,86,134352
63,72,134487
89,92,134668
65,76,134809
59,62,134930
90,92,135112
164,152,135428
60,73,135561
81,92,135734
108,93,135935
147,134,136216
107,99,136422
111,124,136657
160,167,136984
52,42,137078
79,66,137223
44,36,137303
84,98,137485
125,128,137738
115,101,137954
80,92,138126
150,140,138416
121,132,138669
134,122,138925
102,109,139136
70,64,139270
96,82,139448
105,113,139666
78,65,139809
115,123,140047
28,28,140103
48,46,140197
95,99,140391
75,87,140553
74,80,140707
80,87,140874
56,47,140977
35,33,141045
102,94,141241
71,80,141392
150,158,141700
26,25,141751
114,101,141966
133,148,142247
66,81,142394
75,75,142544
66,76,142686
52,67,142805
71,80,142956
68,78,143102
111,100,143313
53,66,143432
52,39,143523
71,58,143652
80,89,143821
142,156,144119
178,171,144468
238,228,144934
100,92,145126
125,118,145369
122,126,145617
31,39,145687
60,60,145807
45,37,145889
57,69,146015
117,120,146252
116,121,146489
143,137,146769
164,161,147094
162,170,147426
100,114,147640
51,54,147745
11,8,147764
38,48,147850
166,156,148172
119,108,148399
58,47,148504
60,60,148624
215,222,149061
190,193,149444
168,175,149787
159,172,150118
172,174,150464
94,106,150664
81,72,150817
75,86,150978
26,25,151029
30,36,151095
101,113,151309
130,142,151581
50,64,151695
253,247,152195
69,83,152347
143,153,152643
107,115,152865
92,80,153037
239,248,153524
182,176,153882
132,137,154151
154,159,154464
116,106,154686
146,136,154968
20,17,155005
70,65,155140
123,135,155398
90,78,155566
63,68,155697
95,83,155875
97,89,156061
78,89,156228
72,62,156362
169,157,156688
123,109,156920
72,82,157074
148,141,157363
116,104,157583
110,105,157798
216,211,158225
109,102,158436
38,45,158519
73,90,158682
132,145,158959
25,23,159007
77,65,159149
68,46,159263
128,119,159510
62,74,159646
65,77,159788
170,165,160123
110,117,160350
75,82,160507
137,145,160789
88,84,160961
88,98,161147
194,183,161524
102,102,161728
85,92,161905
133,150,162188
73,81,162342
88,82,162512
68,84,162664
112,116,162892
148,161,163201
65,79,163345
93,103,163541
97,94,163732
184,183,164099
98,94,164291
249,251,164791
135,129,165055
69,81,165205
96,86,165387
111,121,165619
56,45,165720
99,86,165905
149,148,166202
68,82,166352
112,100,166564
70,79,166713
111,101,166925
141,146,167212
119,118,167449
191,182,167822
77,89,167988
107,98,168193
159,144,168496
75,81,168652
134,143,168929
64,52,169045
209,192,169446
123,135,169704
93,92,169889
162,152,170203
110,116,170429
40,49,170518
78,88,170684
139,136,170959
96,91,171146
191,197,171534
97,104,171735
72,58,171865
104,99,172068
107,119,172294
116,105,172515
58,50,172623
104,117,172844
69,55,172968
251,249,173468
205,191,173864
65,53,173982
201,218,174401
82,79,174562
87,76,174725
168,177,175070
120,124,175314
110,119,175543
64,77,175684
109,113,175906
54,68,176028
152,140,176320
118,110,176548
161,140,176849
130,123,177102
122,133,177357
248,252,177857
54,68,177979
33,41,178053
46,61,178160
57,66,178283
45,58,178386
105,120,178611
167,152,178930
94,83,179107
174,163,179444
152,148,179744
78,91,179913
75,86,180074
23,21,180118
181,165,180464
152,160,180776
128,140,181044
100,112,181256
86,93,181435
134,130,181699
101,93,181893
76,65,182034
102,111,182247
150,163,182560
140,123,182823
176,171,183170
203,212,183585
220,229,184034
107,93,184234
92,79,184405
114,125,184644
249,251,185144
106,94,185344
78,65,185487
103,116,185706
78,72,185856
88,94,186038
173,182,186393
95,88,186576
142,137,186855
61,67,186983
54,69,187106
89,98,187293
195,205,187693
67,52,187812
149,139,188100
152,142,188394
118,112,188624
120,126,188870
66,79,189015
203,184,189402
107,118,189627
108,110,189845
72,80,189997
73,83,190153
112,119,190384
210,208,190802
52,50,190904
113,106,191123
75,86,191284
72,83,191439
64,79,191582
86,97,191765
114,99,191978
60,47,192085
78,87,192250
72,84,192406
245,255,192906
141,152,193199
101,108,193408
172,164,193744
67,78,193889
88,81,194058
168,153,194379
180,192,194751
100,112,194963
67,75,195105
75,86,195266
137,147,195550
154,146,195850
120,108,196078
248,235,196561
111,122,196794
111,118,197023
69,84,197176
45,58,197279
248,252,197779
173,162,198114
253,247,198614
68,54,198736
71,83,198890
86,75,199051
64,78,199193
122,108,199423
44,44,199511
59,72,199642
60,62,199764
153,168,200085
79,91,200255
152,142,200549
94,106,200749
71,82,200902
104,92,201098
51,54,201203
107,93,201403
101,88,201592
148,145,201885
82,97,202064
49,63,202176
41,56,202273
176,178,202627
79,87,202793
59,70,202922
170,180,203272
96,102,203470
69,82,203621
75,88,203784
70,85,203939
15,13,203967
89,101,204157
64,73,204294
41,48,204383
90,79,204552
79,87,204718
66,79,204863
178,193,205234
74,81,205389
82,91,205562
72,83,205717
39,49,205805
72,80,205957
52,57,206066
91,80,206237
77,89,206403
38,46,206487
67,78,206632
70,60,206762
49,58,206869
125,112,207106
132,129,207367
86,96,207549
123,129,207801
59,72,207932
82,90,208104
97,104,208305
73,86,208464
213,202,208879
62,76,209017
40,50,209107
71,84,209262
70,84,209416
40,50,209506
52,67,209625
48,60,209733
98,107,209938
98,107,210143
121,133,210397
243,253,210893
210,221,211324
92,105,211521
85,75,211681
73,83,211837
65,78,211980
49,61,212090
72,83,212245
132,125,212502
12,10,212524
68,82,212674
57,72,212803
148,152,213103
65,70,213238
188,203,213629
159,175,213963
57,69,214089
68,82,214239
67,78,214384
169,157,214710
152,162,215024
56,70,215150
66,75,215291
59,70,215420
62,73,215555
72,82,215709
74,83,215866
144,152,216162
84,91,216337
97,94,216528
78,89,216695
54,62,216811
97,106,217014
120,137,217271
105,119,217495
94,108,217697
76,86,217859
99,110,218068
109,115,218292
75,87,218454
202,189,218845
64,76,218985
77,90,219152
108,111,219371
136,150,219657
81,70,219808
92,108,220008
101,109,220218
85,99,220402
100,109,220611
49,60,220720
90,98,220908
22,30,220960
70,83,221113
84,99,221296
70,80,221446
96,102,221644
93,98,221835
64,76,221975
82,71,222128
48,65,222241
43,59,222343
82,93,222518
76,86,222680
104,99,222883
79,90,223052
46,52,223150
158,165,223473
60,71,223604
114,107,223825
68,77,223970
54,68,224092
69,79,224240
71,80,224391
91,97,224579
86,93,224758
108,119,224985
90,79,225154
81,88,225323
98,87,225508
77,63,225648
48,56,225752
61,72,225885
51,61,225997
51,58,226106
111,102,226319
83,94,226496
99,85,226680
84,73,226837
63,59,226959
33,38,227030
123,132,227285
40,47,227372
69,80,227521
76,87,227684
79,94,227857
143,141,228141
98,89,228328
80,96,228504
83,100,228687
103,117,228907
64,79,229050
94,83,229227
60,74,229361
150,157,229668
122,131,229921
73,85,230079
94,86,230259
86,94,230439
73,84,230596
54,69,230719
52,66,230837
62,76,230975
226,221,231422
70,85,231577
94,101,231772
62,74,231908
59,73,232040
44,59,232143
54,67,232264
70,81,232415
80,91,232586
71,83,232740
77,89,232906
86,97,233089
67,57,233213
108,111,233432
98,104,233634
69,73,233776
59,75,233910
82,75,234067
125,128,234320
86,95,234501
68,78,234647
61,72,234780
125,115,235020
103,100,235223
73,85,235381
48,59,235488
38,44,235570
98,111,235779
33,31,235843
86,79,236008
78,85,236171
62,76,236309
81,91,236481
73,85,236639
68,78,236785
129,133,237047
35,44,237126
104,95,237325
106,114,237545
56,69,237670
71,58,237799
88,97,237984
20,25,238029
62,74,238165
60,74,238299
68,79,238446
96,86,238628
140,150,238918
63,79,239060
74,83,239217
82,88,239387
101,109,239597
78,89,239764
50,63,239877
43,55,239975
64,75,240114
57,72,240243
60,73,240376
56,67,240499
63,75,240637
109,119,240865
59,75,240999
55,65,241119
88,102,241309
73,80,241462
40,58,241560
73,85,241718
62,75,241855
56,68,241979
67,80,242126
80,85,242291
111,121,242523
63,75,242661
84,75,242820
58,69,242947
48,61,243056
55,69,243180
57,70,243307
83,72,243462
106,122,243690
73,87,243850
109,117,244076
89,101,244266
81,89,244436
34,34,244504
123,139,244766
26,34,244826
65,74,244965
44,60,245069
37,43,245149
53,60,245262
122,129,245513
95,107,245715
53,64,245832
78,91,246001
75,86,246162
53,64,246279
71,78,246428
60,76,246564
79,92,246735
49,62,246846
86,92,247024
77,80,247181
58,70,247309
70,85,247464
84,99,247647
53,68,247768
84,93,247945
100,108,248153
65,53,248271
63,71,248405
68,78,248551
77,87,248715
56,67,248838
40,47,248925
76,93,249094
99,107,249300
54,68,249422
78,90,249590
118,109,249817
43,50,249910
79,92,250081
122,133,250336
91,103,250530
55,71,250656
81,94,250831
76,86,250993
55,66,251114
79,90,251283
75,89,251447
74,85,251606
32,39,251677
52,63,251792
66,75,251933
65,78,252076
43,48,252167
85,97,252349
75,85,252509
48,63,252620
63,76,252759
180,182,253121
44,56,253221
66,79,253366
61,75,253502
65,78,253645
44,58,253747
54,67,253868
69,73,254010
61,74,254145
88,94,254327
79,93,254499
67,79,254645
76,85,254806
79,93,254978
105,96,255179
78,87,255344
83,94,255521
79,73,255673
73,84,255830
65,76,255971
102,113,256186
90,79,256355
86,79,256520
75,87,256682
85,97,256864
70,79,257013
68,78,257159
55,72,257286
105,102,257493
86,95,257674
94,107,257875
95,103,258073
73,84,258230
60,76,258366
110,102,258578
51,60,258689
40,46,258775
68,82,258925
80,92,259097
59,72,259228
58,49,259335
79,91,259505
62,76,259643
64,76,259783
61,70,259914
49,59,260022
108,113,260243
60,71,260374
67,80,260521
136,142,260799
48,55,260902
76,86,261064
57,68,261189
119,114,261422
49,63,261534
59,73,261666
115,128,261909
58,69,262036
86,101,262223
61,75,262359
53,68,262480
73,82,262635
81,93,262809
108,101,263018
69,82,263169
85,79,263333
95,110,263538
95,110,263743
66,79,263888
70,77,264035
94,105,264234
60,72,264366
63,76,264505
70,81,264656
71,83,264810
73,87,264970
97,103,265170
70,86,265326
66,79,265471
129,120,265720
118,105,265943
55,66,266064
64,77,266205
127,136,266468
150,145,266763
92,97,266952
84,95,267131
52,66,267249
64,75,267388
62,75,267525
51,62,267638
49,60,267747
26,32,267805
67,73,267945
59,71,268075
43,51,268169
97,107,268373
102,92,268567
57,71,268695
53,68,268816
68,82,268966
71,82,269119
56,66,269241
85,76,269402
72,86,269560
67,77,269704
56,69,269829
63,74,269966
75,87,270128
48,64,270240
78,66,270384
61,74,270519
58,72,270649
82,94,270825
83,76,270984
92,106,271182
63,74,271319
69,77,271465
78,68,271611
57,70,271738
104,112,271954
94,101,272149
68,80,272297
99,106,272502
41,47,272590
65,79,272734
77,88,272899
72,59,273030
55,67,273152
86,75,273313
70,82,273465
116,123,273704
78,92,273874
54,69,273997
72,81,274150
55,58,274263
120,110,274493
85,97,274675
39,51,274765
74,86,274925
72,86,275083
50,59,275192
72,83,275347
101,108,275556
75,78,275709
87,97,275893
63,75,276031
102,114,276247
50,62,276359
121,131,276611
113,112,276836
50,64,276950
50,65,277065
85,94,277244
56,72,277372
72,81,277525
51,64,277640
69,82,277791
72,83,277946
82,95,278123
57,71,278251
67,75,278393
90,96,278579
86,96,278761
58,70,278889
141,152,279182
111,127,279420
66,78,279564
24,30,279618
70,78,279766
138,149,280053
92,105,280250
82,91,280423
208,194,280825
85,94,281004
