<generator object TMQN.save_q_vals.<locals>.<genexpr> at 0x000001C99B495AF0>
[-13.42577362 -14.60032654 -16.46003342]
[-25.07341003 -22.13703156 -24.87765121]
[-22.6264267  -19.88580704 -20.570961  ]
[-18.12398148 -19.00489426 -18.12398148]
[-19.20065308 -19.69004822 -19.78792953]
[-14.69820404 -16.65579224 -16.55791092]
[-16.94942856 -21.94127274 -22.6264267 ]
[-17.83034134 -21.64763641 -23.50733948]
[-24.29037476 -25.56280518 -24.09461594]
[-20.76671982 -23.7030983  -21.35399628]
[-19.69004822 -23.01794434 -20.96247864]
[-18.4176178  -21.74551392 -16.75366974]
[-19.78792953 -22.6264267  -19.59217072]
[-21.64763641 -22.72430801 -20.96247864]
[-24.19249725 -27.32463455 -23.31158066]
[-21.45187759 -24.6818924  -18.3197403 ]
[-22.72430801 -25.46492767 -20.86460114]
[-18.61337662 -17.53670502 -13.71941376]
[-24.58401489 -22.72430801 -19.4942894 ]
[-27.52039337 -25.46492767 -23.50733948]
[-19.20065308 -17.4388237  -18.3197403 ]
[-21.35399628 -17.63458252 -15.87275696]
[-18.12398148 -16.3621521  -14.99184418]
[-20.37520218 -18.51549911 -19.78792953]
[-19.20065308 -20.37520218 -18.51549911]
[-26.63947678 -31.33768463 -22.72430801]
[-22.92006683 -24.87765121 -20.08156586]
[-22.13703156 -24.38825607 -17.63458252]
[-21.25611877 -20.08156586 -14.40456772]
[-24.7797699  -21.5497551  -18.71125793]
[-31.53344345 -28.89070129 -29.77161407]
[-26.05220413 -22.82218552 -24.87765121]
[-22.33279037 -23.31158066 -21.84339142]
[-20.17944717 -24.58401489 -21.35399628]
[-26.73735809 -25.85644531 -23.40946198]
[-30.55464935 -31.92496109 -21.84339142]
[-26.8352356  -27.12887573 -20.96247864]
[-24.6818924  -22.33279037 -18.71125793]
[-27.03099442 -29.28221893 -24.97552872]
[-19.88580704 -22.23490906 -19.00489426]
[-20.96247864 -24.58401489 -18.4176178 ]
[-24.58401489 -24.6818924  -21.35399628]
[-28.59706497 -25.17128754 -25.85644531]
[-20.570961   -20.96247864 -21.94127274]
[-27.9119072  -28.89070129 -26.54159927]
[-29.08646011 -28.00978851 -22.92006683]
[-32.21859741 -30.75040817 -26.44371796]
[-33.09951019 -34.86133957 -32.31647491]
[-29.57585526 -33.49102783 -29.67373657]
[-28.79282379 -27.9119072  -22.33279037]
[-29.28221893 -30.65252686 -23.01794434]
[-34.76345825 -34.56769943 -26.93311691]
