<generator object PPO.save_probs.<locals>.<genexpr> at 0x0000024AFFE8B920>
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.88235283   1.58982515 100.        ]
[  5.88235283   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.88235283   1.74880767 100.        ]
[  5.5643878    1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.88235283   1.58982515 100.        ]
[  5.88235283   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.88235283   1.74880767 100.        ]
[  5.5643878    1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.88235283   1.58982515 100.        ]
[  5.88235283   1.58982515 100.        ]
[  5.88235283   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.88235283   1.74880767 100.        ]
[  5.5643878    1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.88235283   1.58982515 100.        ]
[  5.88235283   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.5643878    1.90779018 100.        ]
[  5.5643878    1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.5643878    1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.88235283   1.58982515 100.        ]
[  5.88235283   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.5643878    1.90779018 100.        ]
[  5.5643878    1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.88235283   1.58982515 100.        ]
[  5.88235283   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.5643878    1.90779018 100.        ]
[  5.5643878    1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.88235283   2.0667727  100.        ]
[  6.04133558   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.88235283   1.58982515 100.        ]
[  5.88235283   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.5643878    1.90779018 100.        ]
[  5.5643878    1.90779018 100.        ]
[  6.04133558   1.90779018 100.        ]
[  6.35930061   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.88235283   2.0667727  100.        ]
[  6.04133558   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.88235283   1.58982515 100.        ]
[  5.88235283   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.5643878    1.90779018 100.        ]
[  5.5643878    1.90779018 100.        ]
[  6.04133558   1.90779018 100.        ]
[  6.35930061   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.88235283   2.0667727  100.        ]
[  6.04133558   1.74880767 100.        ]
[  6.04133558   1.74880767 100.        ]
[  5.88235283   1.58982515 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[ 5.88235283  1.74880767 97.29729462]
[  5.88235283   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.88235283   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.5643878    1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.88235283   2.0667727  100.        ]
[  6.04133558   1.74880767 100.        ]
[  6.04133558   1.74880767 100.        ]
[  5.88235283   1.58982515 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.40540552   1.90779018 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[ 5.88235283  1.74880767 97.29729462]
[  5.88235283   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.88235283   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.58982515 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.5643878    1.90779018 100.        ]
[  6.04133558   1.90779018 100.        ]
[  6.35930061   1.74880767 100.        ]
[  6.35930061   1.74880767 100.        ]
[  5.72337055   1.74880767 100.        ]
[  5.88235283   2.0667727  100.        ]
[  5.88235283   2.0667727  100.        ]
[  6.04133558   1.74880767 100.        ]
[  5.88235283   1.58982515 100.        ]
